epoch | loss | sim_loss | var_loss | cov_loss | feat_std | feat_norm | val_loss | val_sim_loss | val_var_loss | val_cov_loss | val_feat_std | val_feat_norm
1 | 4.1547 | 0.3709 | 0.7470 | 0.1952 | 1.3686 | 25.9772 | 0.2528 | 0.8606 | 4.2565 | 11.5904 | 0.3206 | 0.8515 | 0.2950 | 40.0240 | 60.7893 | 0.1482 | 0.7389 | 3.0378
2 | 2.3848 | 0.3533 | 0.7213 | 0.0892 | 1.2524 | 9.7053 | 0.2785 | 0.9257 | 4.5293 | 8.5813 | 0.3065 | 0.8232 | 0.2334 | 30.5905 | 40.9942 | 0.1766 | 0.7640 | 3.4369
3 | 1.8608 | 0.3319 | 0.7106 | 0.0865 | 1.2768 | 4.6603 | 0.2893 | 0.8817 | 4.7077 | 4.6736 | 0.2845 | 0.7635 | 0.1660 | 14.5186 | 19.0648 | 0.2363 | 0.7922 | 4.1670
4 | 1.6693 | 0.3024 | 0.6941 | 0.0818 | 1.2969 | 3.0435 | 0.3058 | 0.8323 | 4.9570 | 4.3340 | 0.2675 | 0.7246 | 0.1413 | 12.5416 | 18.0855 | 0.2753 | 0.7568 | 4.7017
5 | 1.5866 | 0.2850 | 0.6834 | 0.0709 | 1.3090 | 2.4681 | 0.3166 | 0.7658 | 5.1134 | 4.2420 | 0.2583 | 0.7025 | 0.1267 | 11.7303 | 18.1823 | 0.2974 | 0.6890 | 5.0352
6 | 1.5430 | 0.2760 | 0.6772 | 0.0639 | 1.3113 | 2.1792 | 0.3227 | 0.6855 | 5.2023 | 4.1332 | 0.2534 | 0.6922 | 0.1177 | 11.5131 | 17.4301 | 0.3077 | 0.6123 | 5.1866
7 | 1.5123 | 0.2721 | 0.6733 | 0.0576 | 1.3072 | 1.9680 | 0.3266 | 0.6025 | 5.2580 | 3.9751 | 0.2501 | 0.6856 | 0.1049 | 11.2868 | 16.2316 | 0.3143 | 0.5394 | 5.2694
8 | 1.4863 | 0.2704 | 0.6708 | 0.0485 | 1.3022 | 1.8138 | 0.3292 | 0.5264 | 5.2958 | 3.8558 | 0.2462 | 0.6820 | 0.0965 | 10.8631 | 15.5847 | 0.3179 | 0.4752 | 5.3108
9 | 1.4677 | 0.2691 | 0.6693 | 0.0427 | 1.3023 | 1.6947 | 0.3307 | 0.4652 | 5.3194 | 3.8048 | 0.2458 | 0.6806 | 0.0910 | 10.9950 | 15.0070 | 0.3194 | 0.4230 | 5.3219
10 | 1.4556 | 0.2690 | 0.6689 | 0.0397 | 1.3072 | 1.5973 | 0.3310 | 0.4175 | 5.3251 | 3.7201 | 0.2452 | 0.6788 | 0.0863 | 10.9189 | 14.2908 | 0.3211 | 0.3868 | 5.3376
11 | 1.4449 | 0.2688 | 0.6686 | 0.0386 | 1.3062 | 1.5036 | 0.3313 | 0.3868 | 5.3280 | 3.6014 | 0.2427 | 0.6780 | 0.0825 | 10.7777 | 13.3159 | 0.3219 | 0.3653 | 5.3384
12 | 1.4384 | 0.2684 | 0.6688 | 0.0383 | 1.3069 | 1.4448 | 0.3312 | 0.3691 | 5.3255 | 3.5588 | 0.2423 | 0.6785 | 0.0828 | 10.7861 | 12.8891 | 0.3214 | 0.3544 | 5.3251
13 | 1.4332 | 0.2668 | 0.6686 | 0.0393 | 1.3092 | 1.3960 | 0.3313 | 0.3596 | 5.3297 | 3.4977 | 0.2406 | 0.6766 | 0.0826 | 10.6339 | 12.4493 | 0.3233 | 0.3499 | 5.3474
14 | 1.4265 | 0.2658 | 0.6683 | 0.0387 | 1.3057 | 1.3472 | 0.3317 | 0.3588 | 5.3357 | 3.4230 | 0.2394 | 0.6769 | 0.0793 | 10.3977 | 11.9896 | 0.3230 | 0.3524 | 5.3372
15 | 1.4215 | 0.2655 | 0.6684 | 0.0383 | 1.3022 | 1.3099 | 0.3316 | 0.3616 | 5.3314 | 3.2577 | 0.2388 | 0.6755 | 0.0760 | 9.8092 | 10.9770 | 0.3244 | 0.3564 | 5.3390
16 | 1.4167 | 0.2651 | 0.6683 | 0.0377 | 1.2992 | 1.2785 | 0.3316 | 0.3664 | 5.3283 | 3.1129 | 0.2362 | 0.6746 | 0.0723 | 9.2470 | 10.1621 | 0.3253 | 0.3621 | 5.3411
17 | 1.4138 | 0.2650 | 0.6685 | 0.0370 | 1.2945 | 1.2644 | 0.3314 | 0.3710 | 5.3240 | 3.0041 | 0.2368 | 0.6743 | 0.0713 | 8.6291 | 9.7018 | 0.3256 | 0.3667 | 5.3378
18 | 1.4133 | 0.2653 | 0.6689 | 0.0385 | 1.2911 | 1.2463 | 0.3310 | 0.3760 | 5.3185 | 3.0320 | 0.2360 | 0.6752 | 0.0740 | 8.8561 | 9.7281 | 0.3247 | 0.3720 | 5.3350
19 | 1.4138 | 0.2657 | 0.6692 | 0.0392 | 1.2885 | 1.2422 | 0.3307 | 0.3804 | 5.3145 | 2.9460 | 0.2366 | 0.6744 | 0.0725 | 8.4265 | 9.3124 | 0.3255 | 0.3762 | 5.3389
20 | 1.4125 | 0.2661 | 0.6693 | 0.0388 | 1.2826 | 1.2359 | 0.3306 | 0.3853 | 5.3117 | 2.8984 | 0.2372 | 0.6755 | 0.0726 | 8.2726 | 8.9853 | 0.3245 | 0.3806 | 5.3239
21 | 1.4129 | 0.2658 | 0.6695 | 0.0404 | 1.2797 | 1.2298 | 0.3305 | 0.3896 | 5.3111 | 2.8786 | 0.2386 | 0.6752 | 0.0732 | 8.0869 | 8.9515 | 0.3247 | 0.3839 | 5.3277
22 | 1.4128 | 0.2652 | 0.6694 | 0.0417 | 1.2752 | 1.2234 | 0.3306 | 0.3931 | 5.3150 | 2.8472 | 0.2358 | 0.6755 | 0.0746 | 8.0296 | 8.7052 | 0.3245 | 0.3881 | 5.3284
23 | 1.4148 | 0.2650 | 0.6695 | 0.0439 | 1.2743 | 1.2233 | 0.3305 | 0.3953 | 5.3153 | 2.8283 | 0.2371 | 0.6759 | 0.0754 | 7.9371 | 8.5875 | 0.3240 | 0.3891 | 5.3240
24 | 1.4182 | 0.2654 | 0.6701 | 0.0473 | 1.2707 | 1.2235 | 0.3299 | 0.3957 | 5.3076 | 2.8256 | 0.2373 | 0.6763 | 0.0787 | 7.9595 | 8.5065 | 0.3236 | 0.3904 | 5.3159
25 | 1.4247 | 0.2650 | 0.6709 | 0.0535 | 1.2727 | 1.2307 | 0.3291 | 0.3962 | 5.2965 | 2.8375 | 0.2375 | 0.6771 | 0.0842 | 7.8742 | 8.6600 | 0.3228 | 0.3897 | 5.3002
26 | 1.4316 | 0.2637 | 0.6717 | 0.0607 | 1.2768 | 1.2383 | 0.3282 | 0.3945 | 5.2839 | 2.8509 | 0.2357 | 0.6780 | 0.0926 | 7.9714 | 8.6278 | 0.3219 | 0.3874 | 5.2939
27 | 1.4382 | 0.2615 | 0.6725 | 0.0692 | 1.2787 | 1.2436 | 0.3275 | 0.3948 | 5.2721 | 2.8749 | 0.2333 | 0.6779 | 0.0993 | 8.0005 | 8.7981 | 0.3220 | 0.3882 | 5.2919
28 | 1.4446 | 0.2587 | 0.6729 | 0.0776 | 1.2805 | 1.2519 | 0.3270 | 0.3943 | 5.2644 | 2.8940 | 0.2303 | 0.6792 | 0.1070 | 8.1264 | 8.8143 | 0.3208 | 0.3862 | 5.2804
29 | 1.4493 | 0.2570 | 0.6736 | 0.0843 | 1.2784 | 1.2526 | 0.3263 | 0.3944 | 5.2531 | 2.8987 | 0.2293 | 0.6794 | 0.1100 | 8.2040 | 8.7621 | 0.3206 | 0.3873 | 5.2779
30 | 1.4522 | 0.2558 | 0.6740 | 0.0881 | 1.2771 | 1.2592 | 0.3260 | 0.3958 | 5.2473 | 2.8775 | 0.2285 | 0.6803 | 0.1148 | 7.9976 | 8.7193 | 0.3196 | 0.3890 | 5.2643
31 | 1.4550 | 0.2545 | 0.6742 | 0.0918 | 1.2766 | 1.2638 | 0.3258 | 0.3974 | 5.2452 | 2.8701 | 0.2276 | 0.6801 | 0.1184 | 7.9548 | 8.6626 | 0.3198 | 0.3901 | 5.2663
32 | 1.4584 | 0.2538 | 0.6745 | 0.0955 | 1.2763 | 1.2683 | 0.3254 | 0.3993 | 5.2399 | 2.8589 | 0.2278 | 0.6805 | 0.1207 | 7.8454 | 8.6342 | 0.3194 | 0.3932 | 5.2616
33 | 1.4607 | 0.2527 | 0.6747 | 0.0990 | 1.2753 | 1.2700 | 0.3252 | 0.4018 | 5.2373 | 2.8767 | 0.2258 | 0.6805 | 0.1231 | 7.9643 | 8.6884 | 0.3194 | 0.3947 | 5.2630
34 | 1.4624 | 0.2520 | 0.6750 | 0.1022 | 1.2715 | 1.2652 | 0.3249 | 0.4034 | 5.2331 | 2.8544 | 0.2245 | 0.6811 | 0.1259 | 7.9312 | 8.4863 | 0.3188 | 0.3972 | 5.2528
35 | 1.4641 | 0.2515 | 0.6753 | 0.1052 | 1.2696 | 1.2595 | 0.3246 | 0.4059 | 5.2293 | 2.8458 | 0.2250 | 0.6808 | 0.1267 | 7.8592 | 8.4614 | 0.3191 | 0.3988 | 5.2543
36 | 1.4648 | 0.2512 | 0.6752 | 0.1059 | 1.2701 | 1.2606 | 0.3247 | 0.4076 | 5.2313 | 2.8393 | 0.2252 | 0.6815 | 0.1295 | 7.7191 | 8.5089 | 0.3185 | 0.4002 | 5.2438
37 | 1.4680 | 0.2507 | 0.6754 | 0.1090 | 1.2720 | 1.2653 | 0.3245 | 0.4085 | 5.2284 | 2.8579 | 0.2251 | 0.6814 | 0.1307 | 7.8790 | 8.5225 | 0.3185 | 0.4013 | 5.2470
38 | 1.4697 | 0.2500 | 0.6756 | 0.1118 | 1.2713 | 1.2627 | 0.3243 | 0.4099 | 5.2260 | 2.8282 | 0.2249 | 0.6815 | 0.1328 | 7.6852 | 8.4020 | 0.3184 | 0.4033 | 5.2427
39 | 1.4722 | 0.2491 | 0.6759 | 0.1150 | 1.2708 | 1.2665 | 0.3241 | 0.4116 | 5.2226 | 2.8567 | 0.2241 | 0.6819 | 0.1375 | 7.7683 | 8.5654 | 0.3180 | 0.4039 | 5.2376
40 | 1.4752 | 0.2480 | 0.6762 | 0.1192 | 1.2713 | 1.2662 | 0.3237 | 0.4126 | 5.2171 | 2.9041 | 0.2222 | 0.6829 | 0.1397 | 8.0983 | 8.7036 | 0.3170 | 0.4043 | 5.2288
41 | 1.4768 | 0.2477 | 0.6763 | 0.1208 | 1.2711 | 1.2687 | 0.3236 | 0.4132 | 5.2166 | 2.8662 | 0.2224 | 0.6825 | 0.1408 | 7.8498 | 8.5584 | 0.3174 | 0.4059 | 5.2361
42 | 1.4790 | 0.2475 | 0.6765 | 0.1226 | 1.2716 | 1.2740 | 0.3234 | 0.4141 | 5.2135 | 2.8832 | 0.2217 | 0.6826 | 0.1432 | 7.9225 | 8.6382 | 0.3173 | 0.4062 | 5.2361
43 | 1.4815 | 0.2472 | 0.6767 | 0.1248 | 1.2721 | 1.2788 | 0.3233 | 0.4147 | 5.2121 | 2.8991 | 0.2216 | 0.6832 | 0.1468 | 7.9916 | 8.6954 | 0.3167 | 0.4063 | 5.2257
44 | 1.4848 | 0.2465 | 0.6771 | 0.1285 | 1.2749 | 1.2806 | 0.3229 | 0.4155 | 5.2064 | 2.9237 | 0.2212 | 0.6842 | 0.1506 | 8.0966 | 8.8036 | 0.3157 | 0.4077 | 5.2126
45 | 1.4908 | 0.2468 | 0.6782 | 0.1344 | 1.2687 | 1.2869 | 0.3217 | 0.4172 | 5.1894 | 2.7907 | 0.2207 | 0.6850 | 0.1593 | 7.3918 | 8.1011 | 0.3149 | 0.4089 | 5.1961
46 | 1.5011 | 0.2456 | 0.6788 | 0.1440 | 1.2617 | 1.3125 | 0.3212 | 0.4173 | 5.1844 | 2.8928 | 0.2205 | 0.6843 | 0.1611 | 7.8423 | 8.6478 | 0.3156 | 0.4081 | 5.2144
47 | 1.5004 | 0.2455 | 0.6779 | 0.1430 | 1.2652 | 1.3081 | 0.3220 | 0.4163 | 5.1992 | 2.8786 | 0.2206 | 0.6836 | 0.1621 | 7.7624 | 8.5777 | 0.3163 | 0.4080 | 5.2204
48 | 1.5026 | 0.2463 | 0.6784 | 0.1460 | 1.2593 | 1.2997 | 0.3215 | 0.4155 | 5.1921 | 2.8917 | 0.2215 | 0.6848 | 0.1654 | 7.8284 | 8.5989 | 0.3151 | 0.4064 | 5.2067
49 | 1.5063 | 0.2462 | 0.6784 | 0.1480 | 1.2617 | 1.3143 | 0.3215 | 0.4151 | 5.1943 | 2.9622 | 0.2222 | 0.6843 | 0.1660 | 8.1408 | 8.9752 | 0.3156 | 0.4069 | 5.2179
50 | 1.5075 | 0.2470 | 0.6779 | 0.1456 | 1.2645 | 1.3349 | 0.3220 | 0.4162 | 5.2046 | 2.9773 | 0.2239 | 0.6835 | 0.1608 | 8.1819 | 9.1141 | 0.3164 | 0.4085 | 5.2339
51 | 1.5049 | 0.2486 | 0.6774 | 0.1414 | 1.2628 | 1.3345 | 0.3225 | 0.4176 | 5.2129 | 2.9675 | 0.2291 | 0.6832 | 0.1572 | 8.0761 | 9.1060 | 0.3167 | 0.4098 | 5.2363
52 | 1.5011 | 0.2502 | 0.6769 | 0.1364 | 1.2596 | 1.3314 | 0.3230 | 0.4185 | 5.2218 | 2.9538 | 0.2265 | 0.6828 | 0.1519 | 8.1896 | 8.9297 | 0.3171 | 0.4108 | 5.2490
53 | 1.4973 | 0.2512 | 0.6765 | 0.1328 | 1.2540 | 1.3236 | 0.3234 | 0.4201 | 5.2287 | 2.9078 | 0.2272 | 0.6825 | 0.1500 | 8.0359 | 8.6369 | 0.3174 | 0.4116 | 5.2499
54 | 1.4959 | 0.2515 | 0.6764 | 0.1320 | 1.2498 | 1.3170 | 0.3235 | 0.4212 | 5.2308 | 2.9069 | 0.2269 | 0.6826 | 0.1485 | 7.9701 | 8.7110 | 0.3173 | 0.4127 | 5.2498
55 | 1.4924 | 0.2516 | 0.6757 | 0.1294 | 1.2495 | 1.3067 | 0.3242 | 0.4231 | 5.2410 | 2.9276 | 0.2271 | 0.6812 | 0.1438 | 8.1450 | 8.7875 | 0.3187 | 0.4158 | 5.2659
56 | 1.4860 | 0.2519 | 0.6748 | 0.1235 | 1.2498 | 1.2957 | 0.3251 | 0.4262 | 5.2542 | 2.9382 | 0.2272 | 0.6803 | 0.1396 | 8.2235 | 8.8491 | 0.3196 | 0.4192 | 5.2842
57 | 1.4817 | 0.2513 | 0.6741 | 0.1197 | 1.2492 | 1.2954 | 0.3259 | 0.4298 | 5.2645 | 2.9458 | 0.2260 | 0.6797 | 0.1379 | 8.2533 | 8.9226 | 0.3202 | 0.4230 | 5.2928
58 | 1.4792 | 0.2504 | 0.6736 | 0.1172 | 1.2484 | 1.3041 | 0.3264 | 0.4333 | 5.2710 | 2.9563 | 0.2256 | 0.6802 | 0.1355 | 8.3347 | 8.9723 | 0.3197 | 0.4255 | 5.2895
59 | 1.4773 | 0.2497 | 0.6732 | 0.1156 | 1.2456 | 1.3102 | 0.3267 | 0.4367 | 5.2753 | 2.9279 | 0.2250 | 0.6793 | 0.1342 | 8.1964 | 8.8472 | 0.3206 | 0.4296 | 5.2978
60 | 1.4746 | 0.2487 | 0.6727 | 0.1146 | 1.2428 | 1.3040 | 0.3272 | 0.4403 | 5.2831 | 2.9188 | 0.2239 | 0.6785 | 0.1326 | 8.1612 | 8.8198 | 0.3214 | 0.4327 | 5.3051
61 | 1.4722 | 0.2479 | 0.6721 | 0.1137 | 1.2395 | 1.2991 | 0.3278 | 0.4436 | 5.2913 | 2.9064 | 0.2223 | 0.6781 | 0.1334 | 8.0691 | 8.7954 | 0.3218 | 0.4361 | 5.3093
62 | 1.4708 | 0.2466 | 0.6717 | 0.1147 | 1.2351 | 1.2924 | 0.3282 | 0.4469 | 5.2976 | 2.8566 | 0.2215 | 0.6776 | 0.1339 | 7.7984 | 8.5697 | 0.3223 | 0.4392 | 5.3171
63 | 1.4696 | 0.2456 | 0.6714 | 0.1153 | 1.2305 | 1.2872 | 0.3285 | 0.4500 | 5.3021 | 2.8280 | 0.2203 | 0.6769 | 0.1338 | 7.6643 | 8.4327 | 0.3230 | 0.4417 | 5.3235
64 | 1.4688 | 0.2447 | 0.6711 | 0.1162 | 1.2268 | 1.2834 | 0.3288 | 0.4528 | 5.3058 | 2.8229 | 0.2191 | 0.6761 | 0.1352 | 7.6706 | 8.3691 | 0.3239 | 0.4448 | 5.3374
65 | 1.4683 | 0.2437 | 0.6710 | 0.1173 | 1.2241 | 1.2796 | 0.3290 | 0.4557 | 5.3079 | 2.8251 | 0.2189 | 0.6757 | 0.1356 | 7.6879 | 8.3748 | 0.3242 | 0.4474 | 5.3382
66 | 1.4678 | 0.2432 | 0.6708 | 0.1175 | 1.2227 | 1.2788 | 0.3291 | 0.4580 | 5.3099 | 2.8125 | 0.2181 | 0.6759 | 0.1357 | 7.5468 | 8.3953 | 0.3241 | 0.4497 | 5.3383
67 | 1.4678 | 0.2428 | 0.6707 | 0.1180 | 1.2217 | 1.2790 | 0.3292 | 0.4598 | 5.3107 | 2.8192 | 0.2180 | 0.6761 | 0.1371 | 7.5816 | 8.4164 | 0.3238 | 0.4509 | 5.3325
68 | 1.4687 | 0.2421 | 0.6708 | 0.1197 | 1.2207 | 1.2770 | 0.3291 | 0.4614 | 5.3097 | 2.8232 | 0.2169 | 0.6765 | 0.1389 | 7.5933 | 8.4339 | 0.3234 | 0.4531 | 5.3328
69 | 1.4689 | 0.2417 | 0.6709 | 0.1210 | 1.2190 | 1.2734 | 0.3290 | 0.4628 | 5.3084 | 2.8227 | 0.2165 | 0.6764 | 0.1401 | 7.5894 | 8.4287 | 0.3236 | 0.4536 | 5.3295
70 | 1.4701 | 0.2410 | 0.6711 | 0.1231 | 1.2193 | 1.2718 | 0.3288 | 0.4634 | 5.3055 | 2.8158 | 0.2159 | 0.6768 | 0.1424 | 7.5504 | 8.3793 | 0.3231 | 0.4544 | 5.3272
71 | 1.4715 | 0.2402 | 0.6713 | 0.1255 | 1.2181 | 1.2708 | 0.3286 | 0.4639 | 5.3020 | 2.8131 | 0.2154 | 0.6772 | 0.1455 | 7.5043 | 8.3764 | 0.3227 | 0.4541 | 5.3187
72 | 1.4724 | 0.2397 | 0.6716 | 0.1275 | 1.2173 | 1.2673 | 0.3284 | 0.4647 | 5.2986 | 2.8114 | 0.2147 | 0.6777 | 0.1481 | 7.4622 | 8.3828 | 0.3222 | 0.4546 | 5.3120
73 | 1.4743 | 0.2390 | 0.6719 | 0.1303 | 1.2168 | 1.2657 | 0.3280 | 0.4651 | 5.2936 | 2.8145 | 0.2140 | 0.6774 | 0.1497 | 7.4949 | 8.3709 | 0.3226 | 0.4553 | 5.3186
74 | 1.4761 | 0.2385 | 0.6722 | 0.1328 | 1.2158 | 1.2656 | 0.3277 | 0.4651 | 5.2888 | 2.8141 | 0.2138 | 0.6777 | 0.1522 | 7.4700 | 8.3702 | 0.3222 | 0.4559 | 5.3127
75 | 1.4784 | 0.2378 | 0.6726 | 0.1359 | 1.2150 | 1.2662 | 0.3273 | 0.4653 | 5.2831 | 2.8206 | 0.2131 | 0.6777 | 0.1555 | 7.4825 | 8.3961 | 0.3222 | 0.4553 | 5.3134
76 | 1.4810 | 0.2373 | 0.6731 | 0.1388 | 1.2146 | 1.2700 | 0.3269 | 0.4653 | 5.2769 | 2.8247 | 0.2128 | 0.6789 | 0.1591 | 7.4713 | 8.4177 | 0.3210 | 0.4556 | 5.2969
77 | 1.4845 | 0.2365 | 0.6736 | 0.1428 | 1.2128 | 1.2761 | 0.3264 | 0.4649 | 5.2693 | 2.8336 | 0.2122 | 0.6794 | 0.1624 | 7.5049 | 8.4475 | 0.3206 | 0.4555 | 5.2906
78 | 1.4881 | 0.2358 | 0.6741 | 0.1464 | 1.2117 | 1.2850 | 0.3259 | 0.4643 | 5.2623 | 2.8429 | 0.2121 | 0.6794 | 0.1659 | 7.5272 | 8.4821 | 0.3205 | 0.4547 | 5.2918
79 | 1.4924 | 0.2350 | 0.6746 | 0.1508 | 1.2105 | 1.2953 | 0.3253 | 0.4635 | 5.2542 | 2.8524 | 0.2110 | 0.6806 | 0.1704 | 7.5704 | 8.5033 | 0.3193 | 0.4544 | 5.2736
80 | 1.4966 | 0.2343 | 0.6751 | 0.1546 | 1.2102 | 1.3077 | 0.3248 | 0.4625 | 5.2464 | 2.8459 | 0.2119 | 0.6809 | 0.1734 | 7.4518 | 8.5178 | 0.3190 | 0.4523 | 5.2701
81 | 1.5011 | 0.2335 | 0.6756 | 0.1586 | 1.2085 | 1.3229 | 0.3243 | 0.4613 | 5.2391 | 2.8553 | 0.2102 | 0.6816 | 0.1773 | 7.5108 | 8.5321 | 0.3184 | 0.4508 | 5.2615
82 | 1.5064 | 0.2328 | 0.6761 | 0.1625 | 1.2087 | 1.3458 | 0.3238 | 0.4600 | 5.2317 | 2.8619 | 0.2092 | 0.6817 | 0.1817 | 7.5261 | 8.5471 | 0.3182 | 0.4499 | 5.2612
83 | 1.5121 | 0.2320 | 0.6767 | 0.1668 | 1.2075 | 1.3693 | 0.3232 | 0.4584 | 5.2229 | 2.8653 | 0.2087 | 0.6826 | 0.1853 | 7.5099 | 8.5684 | 0.3173 | 0.4489 | 5.2470
84 | 1.5183 | 0.2311 | 0.6773 | 0.1714 | 1.2056 | 1.3975 | 0.3226 | 0.4568 | 5.2141 | 2.8716 | 0.2078 | 0.6830 | 0.1904 | 7.4937 | 8.6072 | 0.3169 | 0.4467 | 5.2407
85 | 1.5261 | 0.2301 | 0.6780 | 0.1768 | 1.2052 | 1.4331 | 0.3219 | 0.4549 | 5.2032 | 2.8797 | 0.2072 | 0.6843 | 0.1952 | 7.5128 | 8.6263 | 0.3156 | 0.4448 | 5.2255
86 | 1.5334 | 0.2292 | 0.6787 | 0.1818 | 1.2041 | 1.4686 | 0.3213 | 0.4528 | 5.1940 | 2.8824 | 0.2068 | 0.6847 | 0.1994 | 7.4914 | 8.6370 | 0.3152 | 0.4431 | 5.2211
87 | 1.5407 | 0.2284 | 0.6793 | 0.1867 | 1.2031 | 1.5031 | 0.3206 | 0.4504 | 5.1844 | 2.8884 | 0.2058 | 0.6848 | 0.2039 | 7.4952 | 8.6600 | 0.3151 | 0.4404 | 5.2177
88 | 1.5489 | 0.2276 | 0.6800 | 0.1920 | 1.2012 | 1.5430 | 0.3199 | 0.4479 | 5.1742 | 2.8915 | 0.2053 | 0.6858 | 0.2084 | 7.4448 | 8.7027 | 0.3141 | 0.4381 | 5.2044
89 | 1.5587 | 0.2266 | 0.6808 | 0.1980 | 1.2006 | 1.5940 | 0.3191 | 0.4453 | 5.1623 | 2.8954 | 0.2044 | 0.6866 | 0.2139 | 7.4124 | 8.7286 | 0.3133 | 0.4350 | 5.1933
90 | 1.5687 | 0.2256 | 0.6816 | 0.2037 | 1.1999 | 1.6478 | 0.3183 | 0.4426 | 5.1506 | 2.9032 | 0.2034 | 0.6873 | 0.2194 | 7.3969 | 8.7771 | 0.3127 | 0.4331 | 5.1852
91 | 1.5797 | 0.2244 | 0.6825 | 0.2102 | 1.1987 | 1.7076 | 0.3175 | 0.4397 | 5.1380 | 2.9104 | 0.2029 | 0.6884 | 0.2246 | 7.3828 | 8.8205 | 0.3115 | 0.4299 | 5.1657
92 | 1.5908 | 0.2235 | 0.6833 | 0.2162 | 1.1982 | 1.7713 | 0.3166 | 0.4369 | 5.1253 | 2.9173 | 0.2016 | 0.6886 | 0.2305 | 7.3578 | 8.8674 | 0.3113 | 0.4275 | 5.1651
93 | 1.6021 | 0.2223 | 0.6841 | 0.2224 | 1.1971 | 1.8368 | 0.3158 | 0.4339 | 5.1124 | 2.9271 | 0.2008 | 0.6896 | 0.2361 | 7.3491 | 8.9296 | 0.3103 | 0.4248 | 5.1484
94 | 1.6134 | 0.2214 | 0.6849 | 0.2279 | 1.1962 | 1.9070 | 0.3150 | 0.4313 | 5.1012 | 2.9361 | 0.2001 | 0.6902 | 0.2409 | 7.3413 | 8.9877 | 0.3097 | 0.4226 | 5.1391
95 | 1.6249 | 0.2203 | 0.6856 | 0.2336 | 1.1948 | 1.9787 | 0.3143 | 0.4288 | 5.0897 | 2.9473 | 0.1994 | 0.6910 | 0.2460 | 7.3357 | 9.0642 | 0.3089 | 0.4202 | 5.1257
96 | 1.6359 | 0.2193 | 0.6863 | 0.2387 | 1.1942 | 2.0485 | 0.3136 | 0.4267 | 5.0789 | 2.9576 | 0.1984 | 0.6918 | 0.2512 | 7.3375 | 9.1243 | 0.3081 | 0.4183 | 5.1155
97 | 1.6455 | 0.2185 | 0.6869 | 0.2430 | 1.1937 | 2.1114 | 0.3130 | 0.4250 | 5.0695 | 2.9656 | 0.1978 | 0.6922 | 0.2546 | 7.3274 | 9.1882 | 0.3077 | 0.4169 | 5.1084
98 | 1.6535 | 0.2179 | 0.6874 | 0.2466 | 1.1933 | 2.1644 | 0.3125 | 0.4237 | 5.0622 | 2.9736 | 0.1973 | 0.6927 | 0.2576 | 7.3282 | 9.2433 | 0.3072 | 0.4158 | 5.1012
99 | 1.6591 | 0.2174 | 0.6877 | 0.2490 | 1.1929 | 2.2015 | 0.3122 | 0.4230 | 5.0572 | 2.9771 | 0.1970 | 0.6929 | 0.2591 | 7.3204 | 9.2741 | 0.3070 | 0.4153 | 5.0975
100 | 1.6619 | 0.2172 | 0.6879 | 0.2501 | 1.1928 | 2.2214 | 0.3120 | 0.4226 | 5.0545 | 2.9776 | 0.1971 | 0.6929 | 0.2595 | 7.3162 | 9.2789 | 0.3070 | 0.4152 | 5.0966
